5313 64
-2.074421 -0.999568 -0.115303 -1.988658 -0.834772 -0.023381 -0.736975 0.047463 -1.551711 -4.056827 1.545257 -1.041830 -0.132583 -0.850824 -0.402488 0.120129 0.072336 1.282807 0.435069 1.373566 0.275169 -0.935694 -0.332465 2.154784 0.541207 2.704532 1.688798 -1.707355 0.716607 -0.473900 0.403340 0.325567 -1.008017 0.225317 0.331837 -0.557989 -1.665999 0.108119 1.409698 -0.869735 -0.722024 2.178493 1.207320 1.037518 -0.038933 -1.713629 0.245177 -1.439342 -0.409195 1.344699 -1.491360 -0.516363 2.247860 1.019369 -3.151404 0.656813 -0.696126 2.408356 1.502277 0.097397 -0.454346 3.868131 0.519620 -0.367813
1.085389 -0.029805 0.120292 1.214626 1.006864 -0.450305 0.564225 -0.355155 2.061093 1.384325 -1.243609 0.190915 -0.071685 1.325512 -0.194087 -0.511401 -0.801207 -1.685070 -2.445639 -2.144464 -1.110578 -1.015272 1.122284 -0.525521 -0.975837 -0.248340 0.246529 -0.394981 1.376629 -0.828266 2.534349 -0.295704 -0.230975 0.028921 -0.613594 0.502489 1.096400 -0.167501 0.359160 0.631964 1.253746 -1.411586 -0.901207 0.335120 0.107904 0.072233 -0.306521 0.595299 -0.547799 1.160997 0.087070 -0.651289 -1.516499 -0.140594 0.878465 -3.320412 -0.507392 -0.596032 -0.963164 -0.235818 0.261105 -4.155755 -0.428424 2.339761
1.003329 0.088453 0.262572 0.705522 0.207277 0.300848 0.238768 -0.321345 -0.299370 1.813072 -1.822400 0.669542 -0.347592 0.697785 0.954581 0.699893 -1.748558 0.397971 -1.420979 0.092446 -2.250030 -0.179217 -1.068158 -1.072591 0.992181 -1.084727 -1.392505 3.376012 0.886386 -0.090949 2.067233 -0.202271 -0.014706 -0.898086 1.712355 0.409615 0.333012 0.825595 -1.536719 1.279189 0.822656 -0.817210 -2.072693 -2.830778 0.044290 3.992274 1.456140 -1.021501 -0.105378 -0.998716 -0.894068 -1.394683 -1.180153 1.296318 1.233300 0.302597 -0.886917 -0.305397 -1.627804 1.896409 -1.699423 -1.682459 -1.100003 0.343342
-0.752675 -0.300972 0.197846 -0.803446 -0.289188 -0.047694 0.055405 0.353908 -0.433009 -1.274958 -0.470314 -0.738297 -0.281005 0.336408 0.353214 -0.760243 -0.558774 0.106128 0.338327 0.294430 -0.457907 0.583340 0.297532 0.378830 -0.363311 0.568221 0.769684 0.070289 0.336331 -1.613574 -0.029611 -0.576756 0.363245 -0.882020 1.827415 -0.690211 -0.660309 0.186908 -1.819370 0.866447 -1.736298 -0.569501 -2.140915 -0.157523 -1.386366 0.250693 -0.703194 -1.403983 0.119608 -0.171725 -0.916448 -0.905546 0.448138 -0.135049 0.296727 1.381552 -2.433396 -0.989584 0.378235 -0.235011 1.078178 -0.003021 -1.228665 -0.147508
0.654835 0.284077 -1.065748 -0.900166 -0.434846 -0.403355 -0.971960 0.314325 -0.593382 -0.315343 -1.238988 0.247845 0.384265 1.141071 -1.709454 -0.010370 -1.166095 -1.418945 -0.720911 0.900773 -1.586452 -0.113201 -0.581717 -1.041408 -0.177503 -0.178409 0.891936 -1.435408 2.189282 -0.280939 -2.269236 1.461283 0.416581 1.752851 0.840873 -1.957344 2.523700 -4.503653 -0.721094 2.993503 -2.761353 -2.291354 -1.045745 -2.360628 -1.483600 -2.778330 -0.795142 0.749369 -0.392804 -0.975383 0.952954 -1.106498 1.739030 1.019110 -3.353536 -1.845207 0.401600 -1.647153 -1.227122 -1.544989 2.964270 -0.279130 0.153528 1.268762
-1.247296 -0.551881 -0.118944 -1.155129 -0.603799 -0.152900 -0.424505 0.030195 -2.385210 -2.735088 0.514956 0.254306 -0.688648 -0.319918 -1.019207 -0.218653 -1.947941 -1.130547 0.930810 0.877942 -1.078116 0.837199 -0.461006 1.470958 0.257195 0.623655 0.872646 -1.356854 0.507184 -1.629913 -0.947428 0.517961 -0.544613 0.219877 -0.195198 -2.537366 -0.141334 -0.743947 -0.510498 0.952593 -0.514718 -1.773266 -0.835311 -1.422808 -1.346944 -3.387378 -1.179102 -1.224460 0.338733 -1.175578 -0.073872 -1.496168 1.804129 1.025834 -2.429559 0.753521 -1.779508 -0.886585 1.145954 -0.550924 1.048306 0.955317 -1.036385 0.597704
5.600561 -0.901152 -0.334495 3.094640 1.872314 1.310441 2.343149 2.020116 4.131010 4.251323 -1.435049 3.576279 0.835100 0.951902 3.019233 -0.234033 1.553076 -2.892215 0.069323 0.116753 -2.833544 0.553884 -1.844144 -3.028170 -1.664928 -6.928855 -1.282459 -3.903869 1.187237 -1.199138 2.737544 -1.129866 2.427161 0.375005 1.115202 1.563190 -0.287986 0.037833 -3.259977 0.551805 0.474335 1.190260 -2.174042 3.163009 0.286282 -1.188348 0.392032 1.828845 -0.458669 -0.676490 2.597135 1.866358 0.148598 5.022433 1.265269 -2.128291 -0.263289 0.368865 -1.252163 1.744932 2.166701 -3.575618 1.231731 -0.397603
-1.726027 -0.859859 -0.093336 -1.697634 -0.683583 -0.039644 -0.611944 0.066188 -1.880004 -2.836802 0.591386 -0.578672 -0.842200 -0.110523 -0.356803 0.056540 -1.181697 0.152589 0.971084 0.889112 -0.705970 -0.273149 -0.365996 1.656162 0.583669 1.445544 0.522848 -0.845352 -0.022708 -1.543205 -0.080237 0.101266 -0.123871 0.117583 1.233715 -1.240456 -0.564861 0.099367 0.618284 1.157212 -0.095190 -0.023752 -1.027204 -0.294761 -0.047176 -0.983813 -0.528083 -2.040439 0.605084 -0.462097 -0.206979 -1.427299 1.374001 1.604293 -1.699236 1.528157 -1.856275 0.237209 0.654984 -0.663079 0.514885 1.596716 -1.442310 0.087054
4.720958 0.798804 -1.895123 2.165743 0.670972 0.743469 2.366242 -1.570015 3.346463 3.681038 -1.767386 -0.289888 2.144713 0.029642 0.135390 -2.566143 1.473624 1.366736 0.914252 -1.683026 -1.011605 -0.143218 -0.264327 -0.492758 -3.189355 -2.057438 -1.683536 0.137360 0.280195 3.202081 1.165742 -0.405117 0.572588 -1.187348 1.357615 0.400244 -0.151348 -1.740166 -5.756053 -0.595729 0.657712 -0.357929 -1.552846 -0.643240 -0.308527 -0.146782 2.767269 0.788350 -0.093996 2.201286 1.126372 1.232471 -0.737312 -1.328586 0.760000 -1.626467 0.127807 -1.261058 0.096672 1.678199 0.891870 -5.441864 -0.439710 0.987321
2.871963 1.658123 0.508255 3.798372 1.506179 -0.227865 0.147888 -0.680629 2.281678 3.461118 -3.307824 1.108214 1.828918 -0.136931 1.999278 -2.065942 1.647550 1.164027 0.035437 -1.637596 -2.796341 0.677980 -0.236590 -3.767992 -0.100799 -1.957414 -0.834385 -1.413828 0.809685 -0.099996 0.762250 0.785318 2.970671 0.527146 -0.228556 0.451850 0.110114 -2.180616 -1.147497 -2.114940 -1.314742 -0.602763 -0.189073 -0.789777 -1.046329 -0.208188 3.450162 1.831131 -0.979463 2.532046 1.270787 2.606425 0.365167 -2.604918 -0.304438 -2.576531 0.550566 -1.026166 -0.316957 1.083031 0.292232 -3.755963 0.752673 0.831780
